window_id,participant_id,session_id,recording_date,scenario_id,trajectory_id,worker_id,hazard_id,window_started_at,window_ended_at,window_duration_seconds,sample_count,rssi_mean,rssi_peak,rssi_min,rssi_std,rssi_slope,warning_duration_seconds,danger_duration_seconds,state_transition_count,packet_loss_ratio,acceleration_mean_g,acceleration_max_g,acceleration_energy,gyroscope_mean_dps,gyroscope_max_dps,gyroscope_energy,orientation_change_deg,sudden_motion,hazard_active,repeated_exposure_count,hazard_type,escalated_within_horizon,target_source,data_origin
WIN-0008948,P028,S08,2026-02-24,NORMAL_PASSAGE,TRJ-P028-S08-000004,W08,F03,2026-02-24T14:00:36+00:00,2026-02-24T14:00:45.239955+00:00,9.24,46,-78.669,-74.842,-81.873,2.519,0.269,2.326,2.209,0,0.0447,1.0327,1.0327,0.0105,27.036,35.563,331.447,23.024,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008949,P029,S08,2026-02-27,NORMAL_PASSAGE,TRJ-P029-S08-000004,W09,F01,2026-02-27T14:00:36+00:00,2026-02-27T14:00:46.119763+00:00,10.12,51,-86.803,-81.922,-93.847,3.286,-0.0583,0.686,1.39,5,0.0673,1.0908,1.1211,0.0221,21.33,45.937,424.983,15.897,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008950,P030,S08,2026-03-02,NORMAL_WORK_NEAR_MACHINE,TRJ-P030-S08-000004,W10,G01,2026-03-02T14:00:36+00:00,2026-03-02T14:00:46.069840+00:00,10.07,101,-76.137,-72.676,-79.387,2.709,-0.2625,6.168,0.0,0,0.0354,1.1127,1.1814,0.0691,26.876,91.17,1409.407,21.551,False,True,4,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008951,P031,S08,2026-03-05,PROLONGED_DANGER,TRJ-P031-S08-000004,W11,L01,2026-03-05T14:00:36+00:00,2026-03-05T14:00:45.819648+00:00,9.82,79,-60.979,-56.858,-64.892,3.399,0.219,1.935,6.197,3,0.004,0.9698,1.6469,0.1058,22.001,99.071,1420.567,33.449,False,True,2,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008952,P032,S08,2026-03-08,FALL_CANDIDATE,TRJ-P032-S08-000004,W12,L01,2026-03-08T14:00:36+00:00,2026-03-08T14:00:45.605478+00:00,9.605,48,-62.962,-56.589,-69.114,3.591,-0.3221,2.705,4.131,2,0.0368,1.3546,3.8307,2.4479,106.531,362.224,38016.57,101.284,True,True,1,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008953,P033,S08,2026-03-11,FORKLIFT_CROSSING,TRJ-P033-S08-000004,W13,F03,2026-03-11T14:00:36+00:00,2026-03-11T14:00:45.962060+00:00,9.962,80,-64.689,-57.087,-73.15,5.704,0.9531,2.969,1.494,3,0.0547,1.3784,2.1897,0.3156,42.875,136.142,5233.027,13.559,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008954,P034,S08,2026-03-14,FORKLIFT_CROSSING,TRJ-P034-S08-000004,W14,F02,2026-03-14T14:00:36+00:00,2026-03-14T14:00:45.829319+00:00,9.829,49,-58.428,-53.685,-64.095,3.864,1.6517,5.22,2.869,6,0.0544,1.0807,2.2393,0.6318,32.033,157.994,5358.102,24.262,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008955,P035,S08,2026-03-17,NORMAL_PASSAGE,TRJ-P035-S08-000004,W15,G01,2026-03-17T14:00:36+00:00,2026-03-17T14:00:46.449750+00:00,10.45,52,-83.494,-78.518,-89.745,3.481,-0.1937,1.658,0.0,2,0.0462,1.1777,1.1777,0.0751,14.044,64.943,833.757,0.0,True,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008956,P036,S08,2026-03-20,FORKLIFT_CROSSING,TRJ-P036-S08-000004,W16,F02,2026-03-20T14:00:36+00:00,2026-03-20T14:00:46.179789+00:00,10.18,81,-61.224,-54.427,-68.696,4.961,1.6294,2.676,3.132,1,0.0317,0.9754,1.9915,0.1519,49.062,157.465,3771.946,19.851,True,True,6,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008957,P037,S08,2026-03-23,REPEATED_EXPOSURE,TRJ-P037-S08-000004,W17,L01,2026-03-23T14:00:36+00:00,2026-03-23T14:00:46.007968+00:00,10.008,50,-62.371,-55.091,-66.423,5.436,0.3719,2.84,2.213,1,0.0111,1.2418,1.7886,0.1314,36.731,129.92,1454.124,24.316,False,True,8,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008958,P038,S08,2026-03-26,FORKLIFT_CROSSING,TRJ-P038-S08-000004,W18,F02,2026-03-26T14:00:36+00:00,2026-03-26T14:00:45.920669+00:00,9.921,79,-60.525,-56.895,-66.786,3.393,0.4002,2.522,3.181,4,0.0739,1.2867,2.2028,0.315,43.095,130.064,4288.541,21.339,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008959,P039,S08,2026-03-29,REPEATED_EXPOSURE,TRJ-P039-S08-000004,W19,L01,2026-03-29T14:00:36+00:00,2026-03-29T14:00:45.796014+00:00,9.796,98,-61.2,-51.49,-68.797,5.049,-0.0619,4.18,1.832,4,0.0896,0.9902,1.7263,0.2357,38.716,90.404,1181.473,12.891,False,True,4,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008960,P040,S08,2026-04-01,RSSI_FLUCTUATION,TRJ-P040-S08-000004,W20,L01,2026-04-01T14:00:36+00:00,2026-04-01T14:00:45.939805+00:00,9.94,80,-74.658,-62.604,-87.841,9.051,0.4515,2.593,0.989,4,0.1036,0.8216,1.5078,0.0653,24.785,24.785,82.522,0.0,False,False,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008961,P001,S09,2026-03-12,PROLONGED_DANGER,TRJ-P001-S09-000004,W01,F02,2026-03-12T15:00:36+00:00,2026-03-12T15:00:45.563092+00:00,9.563,77,-60.342,-55.0,-66.071,3.529,0.6243,2.003,6.328,0,0.0598,1.204,1.6144,0.0902,20.333,91.26,799.006,3.048,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008962,P002,S09,2026-03-15,NORMAL_PASSAGE,TRJ-P002-S09-000004,W02,F02,2026-03-15T15:00:36+00:00,2026-03-15T15:00:46.257570+00:00,10.258,51,-85.191,-80.921,-88.605,2.629,1.1981,0.675,0.0,1,0.0711,0.943,0.9836,0.0139,13.286,25.205,109.981,15.351,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008963,P003,S09,2026-03-18,FORKLIFT_APPROACH,TRJ-P003-S09-000004,W03,F02,2026-03-18T15:00:36+00:00,2026-03-18T15:00:46.009479+00:00,10.009,80,-66.487,-62.066,-71.222,3.726,3.0478,3.231,1.409,2,0.0363,1.3516,1.3835,0.0814,25.098,91.973,1905.239,22.317,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008964,P004,S09,2026-03-21,NORMAL_WORK_NEAR_MACHINE,TRJ-P004-S09-000004,W04,L01,2026-03-21T15:00:36+00:00,2026-03-21T15:00:46.279948+00:00,10.28,51,-70.764,-64.47,-75.991,3.841,-0.5625,6.802,0.0,1,0.0293,0.8979,1.1179,0.0308,7.376,70.548,846.658,3.274,False,True,2,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008965,P005,S09,2026-03-24,NORMAL_PASSAGE,TRJ-P005-S09-000004,W05,L01,2026-03-24T15:00:36+00:00,2026-03-24T15:00:45.847824+00:00,9.848,79,-84.046,-83.038,-86.492,0.4,0.5482,1.162,0.0,1,0.0164,0.9962,0.9987,0.0377,15.355,32.605,220.378,8.715,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008966,P006,S09,2026-03-27,NORMAL_PASSAGE,TRJ-P006-S09-000004,W06,F03,2026-03-27T15:00:36+00:00,2026-03-27T15:00:46.645128+00:00,10.645,85,-82.586,-76.312,-88.083,2.984,-0.4119,2.639,0.0,3,0.028,1.1838,1.35,0.099,11.959,32.901,321.65,18.138,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008967,P007,S09,2026-03-30,RSSI_FLUCTUATION,TRJ-P007-S09-000004,W07,F02,2026-03-30T15:00:36+00:00,2026-03-30T15:00:46.256445+00:00,10.256,82,-73.837,-63.373,-82.944,7.219,1.02,4.629,1.564,2,0.0706,1.1128,1.6401,0.1742,10.072,46.81,213.1,9.755,False,False,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008968,P008,S09,2026-04-02,NORMAL_PASSAGE,TRJ-P008-S09-000004,W08,L01,2026-04-02T15:00:36+00:00,2026-04-02T15:00:46.270984+00:00,10.271,82,-78.305,-74.497,-81.621,2.354,-0.3371,1.133,1.537,5,0.0748,1.1597,1.1597,0.0363,24.217,40.666,201.639,0.0,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008969,P009,S09,2026-01-05,RSSI_FLUCTUATION,TRJ-P009-S09-000004,W09,F03,2026-01-05T15:00:36+00:00,2026-01-05T15:00:45.661689+00:00,9.662,77,-73.023,-61.97,-84.727,7.987,-0.8329,3.514,0.0,5,0.1068,1.2315,1.746,0.3491,16.291,58.888,507.417,13.824,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008970,P010,S09,2026-01-08,FORKLIFT_APPROACH,TRJ-P010-S09-000004,W10,F02,2026-01-08T15:00:36+00:00,2026-01-08T15:00:46.159831+00:00,10.16,102,-60.678,-55.249,-67.184,4.29,1.8774,4.024,0.363,0,0.1154,1.0776,1.6274,0.0895,35.721,96.67,2096.556,21.224,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008971,P011,S09,2026-01-11,PROLONGED_DANGER,TRJ-P011-S09-000004,W11,L01,2026-01-11T15:00:36+00:00,2026-01-11T15:00:46.123294+00:00,10.123,101,-55.636,-51.617,-61.26,3.62,-0.6468,1.337,5.612,2,0.0198,1.0981,1.3813,0.0816,20.849,134.237,5224.461,14.94,False,True,2,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008972,P012,S09,2026-01-14,SUDDEN_MOTION_AFTER_WARNING,TRJ-P012-S09-000004,W12,L01,2026-01-14T15:00:36+00:00,2026-01-14T15:00:45.384501+00:00,9.385,75,-59.408,-54.299,-63.604,2.475,1.367,3.736,3.02,1,0.024,1.3986,2.953,0.9319,83.702,227.446,8891.635,47.656,True,True,1,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008973,P013,S09,2026-01-17,NORMAL_PASSAGE,TRJ-P013-S09-000004,W13,F02,2026-01-17T15:00:36+00:00,2026-01-17T15:00:46.037817+00:00,10.038,100,-87.02,-80.849,-94.13,3.936,0.7706,1.703,0.0,1,0.0,1.2117,1.3094,0.0903,0.838,79.513,1105.344,14.828,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008974,P014,S09,2026-01-20,NORMAL_WORK_NEAR_MACHINE,TRJ-P014-S09-000004,W14,G01,2026-01-20T15:00:36+00:00,2026-01-20T15:00:46.357299+00:00,10.357,52,-74.64,-73.311,-76.551,0.703,-0.4319,3.363,0.661,2,0.0717,1.0842,1.4253,0.1422,24.116,70.902,1082.613,2.339,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008975,P015,S09,2026-01-23,FORKLIFT_CROSSING,TRJ-P015-S09-000004,W15,F01,2026-01-23T15:00:36+00:00,2026-01-23T15:00:46.292371+00:00,10.292,82,-66.355,-59.709,-74.172,4.712,1.2077,3.889,2.275,3,0.0522,1.3811,1.7359,0.293,41.868,115.883,3119.124,18.822,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008976,P016,S09,2026-01-26,RSSI_FLUCTUATION,TRJ-P016-S09-000004,W16,F02,2026-01-26T15:00:36+00:00,2026-01-26T15:00:46.188018+00:00,10.188,82,-70.769,-61.111,-81.062,6.841,0.3941,5.736,0.553,4,0.0777,1.1148,1.5719,0.1318,23.847,40.095,137.089,16.912,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008977,P017,S09,2026-01-29,NORMAL_WORK_NEAR_MACHINE,TRJ-P017-S09-000004,W17,F01,2026-01-29T15:00:36+00:00,2026-01-29T15:00:46.289280+00:00,10.289,103,-69.689,-63.899,-75.647,4.025,-0.2829,3.465,0.0,2,0.0352,0.9502,1.0668,0.0431,10.818,83.426,1104.466,4.463,True,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008978,P018,S09,2026-02-01,FORKLIFT_APPROACH,TRJ-P018-S09-000004,W18,F01,2026-02-01T15:00:36+00:00,2026-02-01T15:00:46.120722+00:00,10.121,81,-63.847,-55.225,-72.122,5.58,1.9107,3.114,1.298,1,0.055,1.2396,2.0677,0.2218,28.509,83.853,807.478,29.933,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008979,P019,S09,2026-02-04,SUDDEN_MOTION_AFTER_WARNING,TRJ-P019-S09-000004,W19,G01,2026-02-04T15:00:36+00:00,2026-02-04T15:00:45.982104+00:00,9.982,100,-57.467,-49.496,-62.464,4.892,1.8725,2.005,3.045,1,0.0249,1.186,3.1199,1.8156,81.016,203.114,11457.962,38.327,True,True,1,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008980,P020,S09,2026-02-07,NORMAL_WORK_NEAR_MACHINE,TRJ-P020-S09-000004,W20,G01,2026-02-07T15:00:36+00:00,2026-02-07T15:00:45.963883+00:00,9.964,100,-76.686,-72.066,-81.378,3.045,0.688,4.004,0.05,3,0.0,1.032,1.032,0.0107,5.773,56.268,479.266,3.535,False,False,1,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008981,P021,S09,2026-02-10,NORMAL_PASSAGE,TRJ-P021-S09-000004,W01,F02,2026-02-10T15:00:36+00:00,2026-02-10T15:00:46.197462+00:00,10.197,102,-81.361,-76.906,-87.145,2.966,0.3001,0.209,0.0,1,0.0007,1.0159,1.0159,0.064,2.566,37.894,192.442,10.312,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008982,P022,S09,2026-02-13,RSSI_FLUCTUATION,TRJ-P022-S09-000004,W02,F03,2026-02-13T15:00:36+00:00,2026-02-13T15:00:46.552802+00:00,10.553,106,-71.675,-59.339,-81.834,8.597,2.0229,2.516,0.352,3,0.086,1.0957,1.8734,0.2082,18.333,77.889,1261.165,18.446,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008983,P023,S09,2026-02-16,FALL_CANDIDATE,TRJ-P023-S09-000004,W03,F02,2026-02-16T15:00:36+00:00,2026-02-16T15:00:46.090314+00:00,10.09,101,-67.299,-56.37,-76.147,6.751,1.1681,1.976,1.604,6,0.0935,1.1715,3.1791,1.3919,103.703,358.581,27519.16,74.316,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008984,P024,S09,2026-02-19,NORMAL_PASSAGE,TRJ-P024-S09-000004,W04,L01,2026-02-19T15:00:36+00:00,2026-02-19T15:00:46.231344+00:00,10.231,82,-79.969,-77.406,-83.075,1.882,-0.4827,1.181,0.0,0,0.066,1.039,1.039,0.0135,16.439,37.806,238.961,0.0,False,False,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008985,P025,S09,2026-02-22,IMPACT_CANDIDATE,TRJ-P025-S09-000004,W05,F01,2026-02-22T15:00:36+00:00,2026-02-22T15:00:45.970966+00:00,9.971,80,-69.033,-59.481,-78.229,5.992,0.6407,3.036,2.087,2,0.0507,1.5203,3.9863,2.5234,89.547,282.577,10046.939,68.157,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008986,P026,S09,2026-02-25,PROLONGED_DANGER,TRJ-P026-S09-000004,W06,G01,2026-02-25T15:00:36+00:00,2026-02-25T15:00:46.500860+00:00,10.501,105,-63.008,-59.004,-65.725,2.816,0.539,1.996,6.305,2,0.0571,1.1092,1.8382,0.3718,26.07,86.725,1288.794,32.486,False,True,3,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008987,P027,S09,2026-02-28,AIR_QUALITY_DEGRADATION,TRJ-P027-S09-000004,W07,L01,2026-02-28T15:00:36+00:00,2026-02-28T15:00:46.107228+00:00,10.107,81,-76.034,-69.939,-81.754,4.253,0.7359,0.851,0.741,3,0.0403,1.1033,1.1033,0.0624,16.569,70.124,434.344,1.735,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008988,P028,S09,2026-03-03,PROLONGED_DANGER,TRJ-P028-S09-000004,W08,F01,2026-03-03T15:00:36+00:00,2026-03-03T15:00:45.722911+00:00,9.723,49,-57.775,-53.182,-62.804,3.001,-0.1706,1.708,7.021,1,0.0352,1.0997,1.4694,0.116,16.655,62.427,558.362,30.286,False,True,5,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008989,P029,S09,2026-03-06,FORKLIFT_APPROACH,TRJ-P029-S09-000004,W09,F03,2026-03-06T15:00:36+00:00,2026-03-06T15:00:46.288493+00:00,10.288,103,-65.606,-60.142,-74.419,3.614,2.9379,2.079,1.772,0,0.0,1.0724,1.8813,0.4044,32.589,91.87,2081.722,26.561,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008990,P030,S09,2026-03-09,REPEATED_EXPOSURE,TRJ-P030-S09-000004,W10,G01,2026-03-09T15:00:36+00:00,2026-03-09T15:00:45.543235+00:00,9.543,48,-62.72,-56.524,-72.142,5.257,0.9551,3.049,3.919,1,0.0556,1.1957,1.9861,0.2018,34.675,120.361,1786.886,16.947,False,True,4,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008991,P031,S09,2026-03-12,FORKLIFT_APPROACH,TRJ-P031-S09-000004,W11,F01,2026-03-12T15:00:36+00:00,2026-03-12T15:00:46.158795+00:00,10.159,51,-73.015,-66.121,-80.027,5.336,1.3213,3.898,2.295,1,0.0725,1.0792,2.069,0.6327,28.882,102.359,2702.626,4.104,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008992,P032,S09,2026-03-15,IMPACT_CANDIDATE,TRJ-P032-S09-000004,W12,F02,2026-03-15T15:00:36+00:00,2026-03-15T15:00:45.942396+00:00,9.942,80,-63.239,-55.37,-72.268,5.249,-0.3281,3.435,2.402,4,0.0699,1.5344,4.9235,3.7579,89.252,351.584,21792.48,60.941,True,True,4,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008993,P033,S09,2026-03-18,FORKLIFT_APPROACH,TRJ-P033-S09-000004,W13,F03,2026-03-18T15:00:36+00:00,2026-03-18T15:00:46.050651+00:00,10.051,80,-71.995,-65.012,-79.006,3.966,3.8224,3.839,1.826,3,0.0876,1.3886,1.8671,0.2289,20.429,76.026,1380.879,18.691,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008994,P034,S09,2026-03-21,FORKLIFT_APPROACH,TRJ-P034-S09-000004,W14,F01,2026-03-21T15:00:36+00:00,2026-03-21T15:00:46.574181+00:00,10.574,85,-64.027,-60.442,-67.568,2.366,1.7768,3.828,2.667,2,0.112,1.1237,1.1237,0.0273,26.131,76.55,532.22,0.0,False,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008995,P035,S09,2026-03-24,RSSI_FLUCTUATION,TRJ-P035-S09-000004,W15,L01,2026-03-24T15:00:36+00:00,2026-03-24T15:00:45.692793+00:00,9.693,97,-70.732,-60.137,-83.953,9.617,0.317,3.317,0.0,4,0.0567,1.2278,1.6694,0.1824,4.387,72.02,1551.584,20.162,False,True,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008996,P036,S09,2026-03-27,NORMAL_PASSAGE,TRJ-P036-S09-000004,W16,L01,2026-03-27T15:00:36+00:00,2026-03-27T15:00:45.694980+00:00,9.695,97,-81.579,-78.055,-85.356,1.769,-0.1008,1.617,0.414,3,0.0269,0.9115,1.3007,0.0625,13.681,74.627,1212.139,8.812,False,True,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008997,P037,S09,2026-03-30,FORKLIFT_APPROACH,TRJ-P037-S09-000004,W17,F02,2026-03-30T15:00:36+00:00,2026-03-30T15:00:46.113613+00:00,10.114,51,-62.446,-59.06,-67.098,2.257,3.0723,2.062,1.383,3,0.05,1.0806,1.5788,0.1639,31.297,86.729,1296.287,14.727,True,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008998,P038,S09,2026-04-02,FALL_CANDIDATE,TRJ-P038-S09-000004,W18,G01,2026-04-02T15:00:36+00:00,2026-04-02T15:00:45.999229+00:00,9.999,100,-64.618,-57.334,-73.999,5.774,-0.1954,1.898,2.786,2,0.0194,1.5229,3.8452,2.2453,104.9,336.692,12173.297,57.39,True,True,3,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0008999,P039,S09,2026-01-05,RSSI_FLUCTUATION,TRJ-P039-S09-000004,W19,F02,2026-01-05T15:00:36+00:00,2026-01-05T15:00:46.317509+00:00,10.318,103,-74.117,-65.81,-82.516,6.528,0.468,0.85,0.599,6,0.1015,0.8249,0.8367,0.06,18.778,49.648,322.587,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009000,P040,S09,2026-01-08,SUDDEN_MOTION_AFTER_WARNING,TRJ-P040-S09-000004,W20,G01,2026-01-08T15:00:36+00:00,2026-01-08T15:00:45.929129+00:00,9.929,79,-62.032,-58.809,-66.841,3.34,2.2275,3.828,2.559,2,0.0256,1.1984,2.5921,0.682,69.836,210.149,5194.438,40.711,True,True,0,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009001,P001,S10,2026-03-19,RSSI_FLUCTUATION,TRJ-P001-S10-000004,W01,F01,2026-03-19T16:00:36+00:00,2026-03-19T16:00:46.324670+00:00,10.325,103,-73.504,-62.205,-86.42,8.64,1.3504,1.689,0.0,3,0.0722,1.0626,1.4006,0.0531,14.453,57.369,445.128,7.204,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009002,P002,S10,2026-03-22,BLE_PACKET_LOSS,TRJ-P002-S10-000004,W02,F02,2026-03-22T16:00:36+00:00,2026-03-22T16:00:45.538142+00:00,9.538,76,-78.764,-71.551,-86.229,5.697,1.2903,3.05,0.694,2,0.3462,0.8726,1.2903,0.0338,11.584,122.036,2082.353,23.198,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009003,P003,S10,2026-03-25,IMPACT_CANDIDATE,TRJ-P003-S10-000004,W03,F02,2026-03-25T16:00:36+00:00,2026-03-25T16:00:45.832430+00:00,9.832,79,-66.174,-62.18,-69.536,2.677,1.0381,2.345,2.34,2,0.1126,1.8023,5.0527,4.0636,96.908,283.793,13720.786,56.87,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009004,P004,S10,2026-03-28,FORKLIFT_APPROACH,TRJ-P004-S10-000004,W04,F03,2026-03-28T16:00:36+00:00,2026-03-28T16:00:45.699622+00:00,9.7,78,-69.111,-63.198,-76.75,4.692,2.6053,3.994,1.853,1,0.0425,1.0215,1.0215,0.0606,22.38,110.241,2125.867,11.751,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009005,P005,S10,2026-03-31,NORMAL_PASSAGE,TRJ-P005-S10-000004,W05,F01,2026-03-31T16:00:36+00:00,2026-03-31T16:00:45.913563+00:00,9.914,79,-84.58,-78.713,-90.24,3.656,0.4974,0.85,0.0,1,0.093,0.75,1.2863,0.0708,14.411,27.711,150.803,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009006,P006,S10,2026-04-03,SUDDEN_MOTION_AFTER_WARNING,TRJ-P006-S10-000004,W06,F02,2026-04-03T16:00:36+00:00,2026-04-03T16:00:46.505264+00:00,10.505,105,-65.323,-58.786,-73.516,5.201,2.1544,3.031,2.884,3,0.0169,1.404,2.6987,0.7714,78.905,251.071,10839.183,44.686,True,True,5,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009007,P007,S10,2026-01-06,BLE_PACKET_LOSS,TRJ-P007-S10-000004,W07,L01,2026-01-06T16:00:36+00:00,2026-01-06T16:00:46.102009+00:00,10.102,81,-73.166,-64.847,-81.852,5.928,-0.0233,2.845,1.544,4,0.3407,1.1286,1.6126,0.2112,22.854,125.052,3352.75,23.654,False,True,2,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009008,P008,S10,2026-01-09,FORKLIFT_APPROACH,TRJ-P008-S10-000004,W08,F03,2026-01-09T16:00:36+00:00,2026-01-09T16:00:45.908318+00:00,9.908,50,-65.088,-59.789,-68.079,2.223,3.0862,3.602,2.151,3,0.0162,1.023,1.5323,0.1725,19.493,79.977,742.655,16.927,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0009009,P009,S10,2026-01-12,FORKLIFT_APPROACH,TRJ-P009-S10-000004,W09,F03,2026-01-12T16:00:36+00:00,2026-01-12T16:00:45.936782+00:00,9.937,50,-68.353,-60.813,-75.164,5.485,3.1845,3.184,0.604,2,0.0507,1.3087,1.7387,0.1805,30.493,99.456,2301.949,13.296,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
